Accession ID,Location
OM073922,India / Karnataka
OM073921,India / Karnataka
OM073920,India / Karnataka
OM073919,India / Karnataka
OM073918,India / Karnataka
OM073917,India / Karnataka
OM073902,India / Karnataka
OM073901,India / Karnataka
OM073859,India / Karnataka
OM073915,India / Karnataka
OM073914,India / Karnataka
OM073913,India / Karnataka
OM073912,India / Karnataka
OM073911,India / Karnataka
OM073910,India / Karnataka
OM073909,India / Karnataka
OM073908,India / Karnataka
OM073907,India / Karnataka
OM073906,India / Karnataka
OM073905,India / Karnataka
OM073904,India / Karnataka
OM073903,India / Karnataka
OM073900,India / Karnataka
OM073899,India / Karnataka
OM073898,India / Karnataka
OM073897,India / Karnataka
OM073896,India / Karnataka
OM073895,India / Karnataka
OM073894,India / Karnataka
OM073893,India / Karnataka
OM073892,India / Karnataka
OM073891,India / Karnataka
OM073890,India / Karnataka
OM073889,India / Karnataka
OM073888,India / Karnataka
OM073886,India / Karnataka
OM073885,India / Karnataka
OM073883,India / Karnataka
OM073882,India / Karnataka
OM073881,India / Karnataka
OM073880,India / Karnataka
OM073879,India / Karnataka
MT434757.2,India
MT396248.2,India
MT396247.2,India
MT396246.2,India
MT396245.2,India
MT396244.2,India
MT396243.2,India
MT396242.2,India
MW181838.2,India / Karnataka
MW193966.2,India / Karnataka
MW181831.2,India / Karnataka
MW193967.2,India / Karnataka
MW181809,India / Karnataka
MW181800,India / Karnataka
MW181797,India / Karnataka
MW181825,India / Karnataka
MW181816,India / Karnataka
MW191499,India / Karnataka
MW191498,India / Karnataka
MW596237,India / Ahmedabad
MW595999,India / Ahmedabad
MW595997,India / Ahmedabad
MW595991,India / Ahmedabad
MW595982,India / Vadodara
MW595950,India / Vadodara
MW555786,India
MW555597,India
MW555595,India
MW555576,India
MW555334,India
MW555325,India
MW555320,India
MW555317,India
MW555280,India
MW555598,India
OM073878,India / Karnataka
OM073877,India / Karnataka
OM073876,India / Karnataka
OM073875,India / Karnataka
OM073874,India / Karnataka
OM073873,India / Karnataka
OM073872,India / Karnataka
OM073871,India / Karnataka
OM073870,India / Karnataka
OM073869,India / Karnataka
OM073868,India / Karnataka
OM073867,India / Karnataka
OM073866,India / Karnataka
OM073865,India / Karnataka
OM073864,India / Karnataka
OM073863,India / Karnataka
OM073862,India / Karnataka
OM073861,India / Karnataka
OM073860,India / Karnataka
OM073858,India / Karnataka
OM073857,India / Karnataka
OM073856,India / Karnataka
OM073855,India / Karnataka
OM073854,India / Karnataka
OM073853,India / Karnataka
OM073852,India / Karnataka
OM073851,India / Karnataka
OM073850,India / Karnataka
OM073849,India / Karnataka
OM073848,India / Karnataka
OM073847,India / Karnataka
OM073846,India / Karnataka
OM073845,India / Karnataka
OM073844,India / Karnataka
OM073843,India / Karnataka
OM073842,India / Karnataka
OM073841,India / Karnataka
OM073840,India / Karnataka
OM073839,India / Karnataka
OM073838,India / Karnataka
OM073837,India / Karnataka
OM073836,India / Karnataka
OM073835,India / Karnataka
OM073834,India / Karnataka
OM073833,India / Karnataka
OM073832,India / Karnataka
OM073831,India / Karnataka
OM073830,India / Karnataka
OM073829,India / Karnataka
OM073828,India / Karnataka
OM073827,India / Karnataka
OM073826,India / Karnataka
MW600654,India / Gujarat / Ahmedabad
MW600463,India / Gujarat / Vadodara
MW600461,India / Gujarat / Vadodara
MW600456,India / Gujarat / Ahmedabad
MW600455,India / Gujarat / Ahmedabad
MW600453,India / Gujarat / Vadodara
MW600436,India / Gujarat / Vadodara
MW600627,India / Gujarat / Vadodara
MW600363,India / Gujarat / Vadodara
MW596415,India / Gujarat / Vadodara
MW595949,India / Gujarat / Diu
MW595917,India / Gujarat / Diu
MW595919,India / Gujarat / Anand
MW595923,India / Gujarat / Anand
MW595920,India / Gujarat / Bharuch
MW595918,India / Gujarat / Ahmedabad
MW595948,India / Gujarat / Ahmedabad
MW595912,India / Gujarat / Ahmedabad
MW595916,India / Gujarat / Ahmedabad
MW595915,India / Gujarat / Ahmedabad
MW595914,India / Gujarat / Ahmedabad
MW595911,India / Gujarat / Ahmedabad
MW590723,India / Gujarat / Ahmedabad
MW590718,India / Gujarat / Ahmedabad
OM073821,India / Karnataka
OM073822,India / Karnataka
OM073818,India / Karnataka
OM073816,India / Karnataka
OM073810,India / Karnataka
OM073825,India / Karnataka
OM073820,India / Karnataka
OM073814,India / Karnataka
OM073823,India / Karnataka
OM073824,India / Karnataka
OM073817,India / Karnataka
OM073812,India / Karnataka
OM073819,India / Karnataka
OM073811,India / Karnataka
OM073813,India / Karnataka
MW645473,India / Maharashtra / Mumbai
MW645477,India / Maharashtra / Mumbai
MW645476,India / Maharashtra / Mumbai
MW645475,India / Maharashtra / Mumbai
MW645474,India / Maharashtra / Mumbai
MW425837,India
MW425563,India
OM073815,India / Karnataka
MW368700,India / Gujarat / Jamkhambhaliya
MW242653,India / Gujarat / Dahod
MW191500,India
MW181824,India
MW181798,India
MW243003,India / Gujarat / Ahmedabad
MW242999,India / Gujarat / Ahmedabad
MW243586,India / Gujarat / Mehsana
MW243587,India / Gujarat / Mehsana
MW242965,India / Gujarat / Mangrol
MW242964,India / Gujarat / Mangrol
MW242962,India / Gujarat / Junagadh
MW242963,India / Gujarat / Mangrol
MW242961,India / Gujarat / Mangrol
MW242960,India / Gujarat / Kodinar
MW242950,India / Gujarat / Kodinar
MW242786,India / Gujarat / Sutrapada
MW242781,India / Gujarat / Sutrapada
MW242780,India / Gujarat / Una
MW242779,India / Gujarat / Talala
MW242778,India / Gujarat / Talala
MW242708,India / Gujarat / Veraval
MW242706,India / Gujarat / Veraval
MW242705,India / Gujarat / Sutrapada
MW242704,India / Gujarat / Sutrapada
MW242692,India / Gujarat / Sutrapada
MW242691,India / Gujarat / Sutrapada
MW242689,India / Gujarat / Godhra
MW242670,India / Gujarat / Godhra
MW242671,India / Gujarat / Kalyanpur
MW242666,India / Gujarat / Kalyanpur
MW242663,India / Gujarat / Dahod
MW242647,India / Gujarat / Fatepura
MW173298,India / Gujarat / Limkheda
MW173254,India / Gujarat / Bodeli
MW173253,India / Gujarat / Bodeli
MW173252,India / Gujarat / Bodeli
MW173250,India / Gujarat / Bodeli
MW173245,India / Gujarat / Bodeli
MW173463,India / Gujarat / Ahmedabad
MW173460,India / Gujarat / Ahmedabad
MW167112,India / Gujarat / Ahmedabad
MW167078,India / Gujarat / Ahmedabad
MW166864,India / Gujarat / Ahmedabad
MW166349,India / Gujarat / Ahmedabad
MW166221,India / Gujarat / Ahmedabad
MW166214,India / Gujarat / Ahmedabad
MW165885,India / Gujarat / Ahmedabad
MW165876,India / Gujarat / Ahmedabad
MW165873,India / Gujarat / Ahmedabad
MW165872,India / Gujarat / Ahmedabad
MW165869,India / Gujarat / Ahmedabad
MW165865,India / Gujarat / Ahmedabad
MW165862,India / Gujarat / Daskroi
MW165861,India / Gujarat / Daskroi
MW165857,India / Gujarat / Ahmedabad
MW165854,India / Gujarat / Ahmedabad
MT965769,India / Ahmedabad
MT965767,India / Modasa
MT955354,India / Ahmedabad
MT955347,India / Siddhpur
MT955326,India / Patan
MT955114,India / Patan
MT954971,India / Patan
MT954959,India / Patan
MT954922,India / Gandhinagar
MT954921,India / Gandhinagar
MT954593,India / Patan
MT954416,India / Patan
MT954414,India / Patan
MT954103,India / Patan
MT954072,India / Patan
MT954071,India / Patan
MT954069,India / Patan
MT954067,India / Patan
MT954065,India / Jamnagar
MT954060,India / Jamnagar
MT953996,India / Jamnagar
MT953991,India / Gandhinagar
MT953984,India / Gandhinagar
MT953981,India / Gandhinagar
MT953980,India / Gandhinagar
MT953978,India / Ahmedabad
MT953925,India / Gandhinagar
MT953895,India / Mansa
MT953894,India / Gandhinagar
MT953893,India / Khambhaliya
MT953891,India / Khambhaliya
MT953890,India / Patan
MT953887,India / Patan
MT953877,India / Vadodara
MT953876,India / Vadodara
MT953875,India / Ahmedabad
MT953874,India / Ahmedabad
MT953868,India / Ahmedabad
MT951393,India / Dahegam
MT951392,India / Dahegam
MT951208,India / Daskroi
MT951181,India / Ahmedabad
MT951177,India / Dhandhuka
MT951170,India / Dhandhuka
MT951157,India / Daskroi
MT950761,India / Daskroi
MT950725,India / Ahmedabad
MT950684,India / Ahmedabad
MT950532,India / Ahmedabad
MT416726.2,India
MT416725.2,India
MW181801,India / Karnataka
MW181796,India / Karnataka
MW181792,India / Karnataka
MW181791,India / Karnataka
MW181848,India / Karnataka
MW181847,India / Karnataka
MW181846,India / Karnataka
MW181845,India / Karnataka
MW181844,India / Karnataka
MW181843,India / Karnataka
MW191512,India / Karnataka
MW191511,India / Karnataka
MW181842,India / Karnataka
MW191510,India / Karnataka
MW191509,India / Karnataka
MW181841,India / Karnataka
MW181836,India / Karnataka
MW181835,India / Karnataka
MW181834,India / Karnataka
MW181832,India / Karnataka
MW181830,India / Karnataka
MW191506,India / Karnataka
MW181829,India / Karnataka
MW181828,India / Karnataka
MW191504,India / Karnataka
MW191503,India / Karnataka
MW181827,India / Karnataka
MW181822,India / Karnataka
MW181821,India / Karnataka
MW181819,India / Karnataka
MW181818,India / Karnataka
MW181813,India / Karnataka
MW181812,India / Karnataka
MW181806,India / Karnataka
MW181804,India / Karnataka
MW181802,India / Karnataka
MW191502,India / Karnataka
MW191501,India / Karnataka
MW181799,India / Karnataka
MW181795,India / Karnataka
MW181794,India / Karnataka
MW181793,India / Karnataka
MW181790,India / Karnataka
MW191497,India / Karnataka
MT050492,India / Kerala State
MT050491,India / Kerala State
MT808071,India / Vadodara
MT806104,India / Surat
MT799991,India / Surat
MT798849,India
MT798848,India
MT796265,India
MT796264,India
MW181807,India / Karnataka
MW181840,India / Karnataka
MW181837,India / Karnataka
MW191508,India / Karnataka
MW191507,India / Karnataka
MW191505,India / Karnataka
MW181823,India / Karnataka
MW181820,India / Karnataka
MW181811,India / Karnataka
MW181810,India / Karnataka
MW181808,India / Karnataka
MW181803,India / Karnataka
MW181839,India / Karnataka
MW181817,India / Karnataka
MW181805,India / Karnataka
MT477885,India
MT457403,India / Hyderabad
MT434760,India
MT434759,India
MT434758,India
MT429168,India / Assam / Golaghat
MT415321,India
MT358637,India / Gujarat
MT163715,India
